state,year,total_crimes,property,property_burglary,violent,violent_assault,violent_murder,violent_rape,violant_robbery
Oregon,1994,6296.4,5775.8,1100.8,520.6,334.4,4.9,43.2,138.2
Oregon,1995,6563.9,6041.5,1102.8,522.4,338.7,4.1,41.7,137.9
Oregon,1996,5996.7,5533.6,988.3,463.1,297.2,4,39.7,122.2
Oregon,1997,6269.7,5825.3,1033.2,444.4,283.7,2.9,40.3,117.5
Oregon,1998,5646.6,5226.8,927.5,419.8,271,3.8,39.8,105.2
Oregon,1999,5001.8,4626.9,806.6,374.9,249.3,2.7,36.8,86.2
Oregon,2000,4845.4,4494.7,748.8,350.7,226.7,2,37.6,84.4
Oregon,2001,5043.2,4736.6,767.2,306.6,191.3,2.4,33.8,79.1
Oregon,2002,4870,4577.5,729.9,292.5,177.4,2,35.2,77.9
Oregon,2003,5060.4,4765.6,801.3,294.8,178.8,1.9,34.2,79.9
Oregon,2004,4934,4635.4,837.3,298.6,183.8,2.5,35.7,76.6
Oregon,2005,4689,4402,759.1,287,181.9,2.2,34.8,68.1
Oregon,2006,4009.7,3725.1,657.3,284.6,176.1,2.4,32.9,73.3
Oregon,2007,3836.9,3543,613.2,293.9,181.4,2,34,76.4
Oregon,2008,3564,3302.6,557.1,261.4,157.9,2.3,31.2,70.1
Oregon,2009,3260.9,3000.3,516,260.6,161.5,2.3,31.4,65.3
Oregon,2010,3290.7,3039.3,522,251.4,153.5,2.5,32.3,63.1
Oregon,2011,3399.8,3150.5,535.2,249.3,157.3,2.2,32,57.8
Oregon,2012,3471.8,3224.2,561.7,247.6,154.1,2.4,29.2,61.9
Oregon,2013,3427.9,3173.9,528.5,254,142.7,2,48.3,61
Oregon,2014,3111.3,2879,434,232.3,140.8,2,36.7,52.7
Oregon,2015,3206.4,2946.6,455.1,259.8,164.6,2.5,39.5,53.3
Oregon,2016,3229,2964.4,412,264.6,164.1,2.8,42,55.6
Oregon,2017,3268.3,2986.5,427.4,281.8,172.3,2.5,48.3,58.7
Oregon,2018,3179.5,2894,389.1,285.5,175.6,2,47.1,60.8
Oregon,2019,3015,2730.6,349.1,284.4,185.5,2.8,42.2,54
Pennsylvania,1960,1049.5,950.5,297.8,99,53.6,2.6,8.8,33.9
Pennsylvania,1961,1047.5,949.6,317.3,97.9,52.2,2.6,7.3,35.7
Pennsylvania,1962,1134.1,1029.9,327.9,104.2,53.3,2.7,8.3,39.9
Pennsylvania,1963,1233.3,1122.3,350.9,111,58.7,2.3,8.1,41.8
Pennsylvania,1964,1368.2,1244.6,386,123.6,66.4,3.4,9.3,44.6
Pennsylvania,1965,1488.1,1345.9,417.3,142.2,75.7,3.6,10.3,52.7
Pennsylvania,1966,1493.2,1362.2,423.7,131,66.6,3.3,10.9,50.2
Pennsylvania,1967,1666.5,1527.9,487.7,138.6,66.9,3.9,9.9,57.9
Pennsylvania,1968,1937,1760.2,556.3,176.8,77.3,4.1,10.3,85.2
