state,year,total_crimes,property,property_burglary,violent,violent_assault,violent_murder,violent_rape,violant_robbery
Illinois,1964,2685.3,2333.4,547.4,351.9,149.2,5.5,15,182.3
Illinois,1965,2545.9,2223.2,550.2,322.7,136.7,5.2,16,164.7
Illinois,1966,2759.2,2394.4,560.5,364.8,156.4,6.9,16.6,184.9
Illinois,1967,2910.5,2516.2,608.5,394.3,168.3,7.3,17.9,200.9
Illinois,1968,3237.8,2829.8,683.6,408,172,8.1,16.4,211.5
Illinois,1969,3468.5,3020,738.7,448.5,184,8.6,19.1,236.7
Illinois,1970,3779.5,3311.6,765.4,467.9,186.8,9.6,20.4,251.1
Illinois,1971,3885.4,3408.1,836.7,477.3,187.9,9.6,21.6,258.1
Illinois,1972,3791.2,3283.1,846.1,508.1,215.9,8.8,23.3,260.1
Illinois,1973,4325,3769.1,1025.1,555.9,248.7,10.4,24,272.8
Illinois,1974,5184.2,4557.1,1264.2,627.1,274.2,11.8,27.7,313.4
Illinois,1975,5703.4,5033.2,1409.7,670.2,308.1,10.6,25.7,325.8
Illinois,1976,5455.3,4829.5,1258.4,625.8,303.7,10.3,24.6,287.1
Illinois,1977,5327.7,4697.1,1257,630.6,314.3,9.9,26.1,280.3
Illinois,1978,5619.8,4943.1,1350.7,676.7,345.9,9.9,28,292.9
Illinois,1979,6031.1,5287.2,1440.6,743.9,379.2,10.7,33,321.1
Illinois,1980,6269.1,5461.1,1559.6,808,395.6,10.6,34.8,367
Illinois,1981,6115.7,5323.2,1511.5,792.5,376.3,10.5,32.4,373.2
Illinois,1982,5840.3,5066,1373.8,774.3,388.8,8.8,29.9,346.8
Illinois,1983,5541.4,4813.3,1292.4,728.1,368,9.7,31.5,318.9
Illinois,1984,5304.2,4579.3,1173.4,724.9,380.9,9,31.2,303.8
Illinois,1985,5311.3,4596.5,1135.8,714.8,380.3,8,39.3,287.1
Illinois,1986,5554.9,4746,1179.8,808.9,433.5,8.9,41.2,325.3
Illinois,1987,5416.5,4620.3,1123.7,796.2,435.2,8.3,38.4,314.3
Illinois,1988,5620.8,4810.4,1128.7,810.4,450.6,8.6,38.5,312.7
Illinois,1989,5639.2,4793.3,1076,845.9,465.4,9,35.7,335.7
Illinois,1990,5935.1,4967.7,1063,967.4,523.6,10.3,39.4,394
Illinois,1991,6132.1,5092.9,1120,1039.2,531.8,11.3,40,456.1
Illinois,1992,5765.4,4788.1,1077.3,977.3,516.4,11.4,37.1,412.5
Illinois,1993,5617.9,4658.2,1015.5,959.7,532.6,11.4,34.6,381.2
Illinois,1994,5625.8,4664.9,1005.1,960.9,543.3,11.7,33.3,372.6
Illinois,1995,5455.7,4459.6,917.6,996.1,618.5,10.3,36.5,330.8
Illinois,1996,5320,4429.6,913.2,890.4,562.6,10,38.4,279.4
Illinois,1997,5141.1,4279.7,870.5,861.4,536.7,9.2,37.1,278.4
Illinois,1998,4858.5,4050.8,811.9,807.7,516.9,8.4,34,248.5
Illinois,1999,4514.7,3825.2,711.7,689.5,428.9,7.7,35.4,217.4
Illinois,2000,4239.2,3585.4,659.1,653.8,408.5,7.2,31.6,206.5
Illinois,2001,4104.7,3471.6,632.2,633.1,394.1,7.8,32,199.1
Illinois,2002,4022.1,3420.2,647,601.9,358.4,7.6,34.7,201.1
Illinois,2003,3844.3,3287.9,619.4,556.4,328.1,7.1,33.1,188
Illinois,2004,3719.8,3174.1,598.6,545.7,328.7,6.1,33.2,177.6
Illinois,2005,3644,3092,608.2,552,330.3,6,33.8,182.2
Illinois,2006,3561.2,3019.6,602.1,541.6,318.4,6.1,31.8,185.3
Illinois,2007,3469,2935.8,587.6,533.2,315.7,5.9,31.9,179.7
Illinois,2008,3458,2932.6,612.1,525.4,300.9,6.1,31.9,186.4
Illinois,2009,3234.1,2736.9,603,497.2,283.4,6,30.2,177.6
Illinois,2010,3163,2718.1,603.3,444.9,256.8,5.5,23.9,158.7
Illinois,2011,3102.7,2678.7,604.4,424,237.1,6.1,23.6,157.2
Illinois,2012,2993.5,2578.7,552.2,414.8,230,5.8,27.7,151.2
Illinois,2013,2654.5,2274.3,452.1,380.2,204,5.5,33.1,137.6
Illinois,2014,2445.9,2075.9,388.2,370,213.7,5.3,32.3,118.8
Illinois,2015,2372.4,1988.6,361.1,383.8,224.6,5.8,37.5,115.9
Illinois,2016,2485.3,2049,374.9,436.3,250.5,8.2,38.3,139.3
Illinois,2017,2450.2,2011.4,339.5,438.8,250.4,7.8,43.4,137.2
Illinois,2018,2336.9,1932.8,306.7,404.1,239.7,6.9,46,111.5
Illinois,2019,2253.4,1846.5,271.7,406.9,254,6.6,48,98.4
Indiana,1960,1553.7,1469.1,460.8,84.6,40.6,4.4,5.1,34.5
Indiana,1961,1632.6,1546.8,470.4,85.8,37.6,4.1,5.3,38.8
Indiana,1962,1802.8,1713.9,470.5,88.9,40.7,3.5,6.1,38.5
Indiana,1963,2050.2,1947.5,538.9,102.7,44.5,2.8,8.1,47.3
Indiana,1964,2183.2,2047.2,534.7,136,64.5,3,10.5,58.1
Indiana,1965,2170.5,2033.4,556.4,137.1,65.6,3.5,10.6,57.4
Indiana,1966,2336.1,2189.8,627.5,146.3,68.9,4,10.6,62.8
Indiana,1967,2592.5,2429.6,701.5,162.9,67.8,3.8,12.7,78.7
Indiana,1968,2920.3,2718.4,743.9,201.9,81.4,4.8,14.6,101
Indiana,1969,3089.3,2891.2,819,198.1,82.7,5,16.9,93.6
Indiana,1970,3484.9,3250.3,925.8,234.6,99.6,4.9,19.9,110.3
Indiana,1971,3522.8,3275.7,969,247.1,96.3,5.3,19.4,126
Indiana,1972,3409.7,3164.6,948.4,245.1,105.4,6.1,22.5,111.1
Indiana,1973,3726.7,3469.1,1035.8,257.6,118.2,7.3,23.3,108.8
Indiana,1974,4336.9,4043.6,1254.6,293.3,127.3,8,23.5,134.4
Indiana,1975,4911.4,4578.6,1376.4,332.8,143.3,8.5,24.3,156.8
Indiana,1976,4673.3,4357.9,1215.6,315.4,156.3,7.1,23.2,128.8
Indiana,1977,4272.9,3962.3,1086.2,310.6,153.5,7.4,26.5,123.2
Indiana,1978,4338.6,4015.1,1108.3,323.5,168.8,6.2,27,121.4
Indiana,1979,4601.4,4263.4,1169.9,338,165.9,8.3,31.1,132.7
Indiana,1980,4930.3,4552.5,1313.3,377.8,194.5,8.9,33.1,141.4
Indiana,1981,4539.8,4198.2,1168.8,341.6,176,7.1,29.6,129
Indiana,1982,4429.5,4128.9,1088.8,300.6,157.2,6.5,27.8,109
Indiana,1983,4129.8,3846,988.3,283.8,151.1,5.2,27.5,99.9
Indiana,1984,3929.4,3624.2,928,305.2,175.9,5.5,25,98.9
Indiana,1985,3914.1,3604.7,914.6,309.4,187.5,5.8,24,92.1
Indiana,1986,3854.8,3547.1,886.7,307.7,185.9,6,25.9,90
Indiana,1987,4119.8,3791.3,946.7,328.5,205.2,5.6,29.1,88.6
Indiana,1988,4150,3770,935.2,380,253.5,6.4,31,89
Indiana,1989,4440,4033.5,969.1,406.5,266.5,6.3,32.3,101.4
Indiana,1990,4683.3,4209.4,943.3,473.9,328.4,6.2,37.9,101.3
Indiana,1991,4817.8,4312.5,977.1,505.3,340.5,7.5,41.3,116
Indiana,1992,4687,4178.5,952.1,508.5,335.7,8.2,42.4,122.2
Indiana,1993,4465.1,3976,852,489.1,322.6,7.5,39.1,119.8
Indiana,1994,4592.8,4067.7,850.5,525.1,351.5,7.9,35.6,130.2
Indiana,1995,4631.5,4106.8,821.6,524.7,348.3,8,33.3,135.2
Indiana,1996,4498.2,3961.2,783.8,537,371.6,7.2,34.1,124.1
Indiana,1997,4466.2,3951.6,821.7,514.6,342.1,7.3,32.9,132.4
Indiana,1998,4169.4,3738.4,789.2,431,279,7.7,33.1,111.2
Indiana,1999,3766,3391.4,714.5,374.6,231.7,6.6,27,109.3
Indiana,2000,3751.9,3402.8,676.1,349.1,211.1,5.8,28.9,103.3
Indiana,2001,3824,3452.9,697.9,371.1,219.3,6.7,28,117
Indiana,2002,3751.3,3394,692,357.3,214.1,5.9,29.9,107.4
Indiana,2003,3708,3355.7,670.7,352.3,215.9,5.5,27.7,103.2
Indiana,2004,3729.5,3403.6,677.2,325.9,189.5,5.1,29,102.4
Indiana,2005,3784,3460,698.3,324,180,5.7,29.6,108.7
Indiana,2006,3771.1,3449.5,721.3,321.6,173.5,5.7,28.7,113.6
Indiana,2007,3706.6,3370.8,732.6,335.8,179.3,5.5,27.4,123.6
Indiana,2008,3687.9,3350.3,765.4,337.6,186.8,5,26.8,118.9
Indiana,2009,3446.3,3112.3,761,334,189.5,4.9,25.2,114.4
Indiana,2010,3393.5,3070.2,748.3,323.3,191,4.1,27.1,101.1
Indiana,2011,3493.3,3161.5,776.1,331.8,193,4.7,27,107.1
Indiana,2012,3374.9,3029.2,728.3,345.7,214.6,4.7,25.5,100.9
Indiana,2013,3211.4,2854,653,357.4,211.3,5.4,32.6,108.2
Indiana,2014,3014.7,2649.4,559.3,365.3,222.6,5,33.1,104.5
Indiana,2015,2983.5,2596,519.8,387.5,238.2,5.6,36.3,107.4
Indiana,2016,2994.1,2589.4,514,404.7,249.9,6.6,37.7,110.5
Indiana,2017,2815.9,2416.9,452.1,399,254.6,6,39.4,99
Indiana,2018,2561.6,2179.3,377.6,382.3,251.6,6.5,35.4,88.7
Indiana,2019,2341.8,1971,323.7,370.8,249.3,5.6,36.8,79.2
Iowa,1960,1123.9,1100.1,231.2,23.8,8.6,0.6,3.7,10.9
Iowa,1961,1080.7,1057.6,228.7,23.1,8.5,1.3,2.9,10.5
Iowa,1962,1137.5,1117.4,263.8,20.1,6.7,1.1,3.8,8.6
Iowa,1963,1179.3,1156.7,270.4,22.6,8.7,1.3,3.6,9.1
Iowa,1964,1356.4,1319.9,290.4,36.5,19,1.3,5,11.2
Iowa,1965,1397.6,1358.9,304.3,38.7,20.1,1.3,4.5,12.8
Iowa,1966,1643.8,1599.6,336.5,44.2,25,1.6,4.8,12.8
Iowa,1967,1881,1822.6,431.6,58.4,30.3,1.5,5.6,21
Iowa,1968,2143.7,2075.2,474.1,68.5,35,1.7,6.8,25
Iowa,1969,2252.5,2183.5,489.1,69,38.8,1.4,6.4,22.4
Iowa,1970,2505.1,2425.8,507.3,79.3,42.8,1.9,6.2,28.5
Iowa,1971,2625.5,2526.6,531.6,98.9,57.8,1.8,8.9,30.4
Iowa,1972,2531.8,2444.4,521.6,87.4,50.3,1.7,8.6,26.7
Iowa,1973,2831.6,2729.3,634,102.3,55.9,2.2,11.3,32.9
Iowa,1974,3413.6,3292.6,791.5,121,60.4,1.9,10.1,48.7
Iowa,1975,3908.7,3768,818.5,140.7,74.4,2.5,10.3,53.5
Iowa,1976,4051.5,3918.6,827.1,132.9,78.7,2.3,10.7,41.1
Iowa,1977,3861.5,3717.5,812.5,144,89.8,2.3,10.6,41.2
Iowa,1978,3980.1,3818.7,870.6,161.4,101.6,2.6,10.4,46.9
Iowa,1979,4301.8,4120.6,922.1,181.2,117.7,2.2,11,50.2
Iowa,1980,4746.8,4546.4,1079.5,200.4,129,2.2,14.3,54.9
Iowa,1981,4716.6,4512.4,1067.5,204.2,134.5,2.6,13.4,53.6
Iowa,1982,4136.5,3963.8,947.8,172.7,121.8,2.3,12.5,36.2
Iowa,1983,3919,3737.9,915.6,181.1,125.2,2.3,12.6,41
Iowa,1984,3799.6,3600.9,871.4,198.7,145.5,2,12.9,38.3
Iowa,1985,3942.9,3731.2,913.6,211.7,156.1,1.9,12.6,41.2
Iowa,1986,4150.7,3915.6,956,235.1,178.8,1.8,12.5,42
Iowa,1987,4140.2,3909,917.8,231.2,181.1,2.1,11.9,36.2
Iowa,1988,4076.6,3819.8,854.3,256.8,199.5,1.7,15.7,39.9
Iowa,1989,4081.4,3815.1,846.9,266.3,209.2,1.9,16.2,39
Iowa,1990,4100.9,3801.2,808.4,299.7,240.1,1.9,18.4,39.2
Iowa,1991,4134,3830.7,832.5,303.3,235.4,2,20.9,45
Iowa,1992,3957.2,3679.2,753.8,278,218,1.6,18.8,39.6
Iowa,1993,3846.5,3521,730.7,325.5,244.8,2.3,24.4,53.9
Iowa,1994,3654.6,3339.5,667.1,315.1,243,1.7,23.5,46.9
Iowa,1995,4101.9,3747.5,757.5,354.4,277.8,1.8,21.8,53
Iowa,1996,3648.9,3376.4,664.6,272.5,205.9,1.9,19.7,45.1
Iowa,1997,3815.8,3505.8,771.5,310,232,1.8,20.3,55.9
Iowa,1998,3500.6,3189.1,673.7,311.5,233.3,1.9,25.4,50.9
Iowa,1999,3223.6,2943.6,592.9,280,214.7,1.5,27.2,36.6
Iowa,2000,3233.7,2967.3,558.4,266.4,205.1,1.6,23.1,36.6
Iowa,2001,3291.2,3023,575.9,268.2,205.1,1.7,22.1,39.4
Iowa,2002,3449.3,3163.6,635,285.7,217.2,1.5,27.1,39.8
Iowa,2003,3253.9,2976,595.3,277.9,210.7,1.7,27.1,38.4
Iowa,2004,3192.6,2904.8,607.1,287.8,220.6,1.5,26.5,39.3
Iowa,2005,3138,2845,611.9,293,224.5,1.3,28.6,38.9
Iowa,2006,3109.3,2823.6,609,285.7,210.8,1.8,29.2,43.9
Iowa,2007,2948.5,2648.3,574.8,300.2,222,1.3,32.5,44.4
Iowa,2008,2728.5,2440.4,552.8,288.1,212.8,2.6,31.2,41.6
Iowa,2009,2612,2329.9,545.9,282.1,211.3,1.3,29.6,39.9
Iowa,2010,2522.1,2253.6,549,268.5,205.2,1.2,28.9,33.2
Iowa,2011,2608.5,2351.2,573.5,257.3,200.7,1.4,28.3,26.9
Iowa,2012,2535.7,2271.8,556.1,263.9,202.8,1.5,28.3,31.3
Iowa,2013,2465.3,2193.9,513.5,271.4,204.6,1.4,35,30.4
Iowa,2014,2367.3,2093.8,464.4,273.5,201.6,1.9,36.3,33.6
Iowa,2015,2333.4,2047.3,476.7,286.1,213.2,2.3,37,33.5
Iowa,2016,2376.6,2086,479.5,290.6,212,2.3,39.8,36.6
Iowa,2017,2418.7,2125.3,479.3,293.4,211,3.3,39.2,39.8
Iowa,2018,1941.6,1691.5,352.6,250.1,187.9,1.7,30.9,29.5
Iowa,2019,2000.3,1733.7,371.1,266.6,200.4,1.9,36.9,27.4
Kansas,1960,1395,1336.6,353.7,58.4,31.6,2.9,5,18.8
Kansas,1961,1422,1363.6,331.6,58.4,30.2,1.9,5.4,21
Kansas,1962,1567.9,1501.3,339.4,66.6,35.5,2.8,6.6,21.6
Kansas,1963,1642,1559.7,370.1,82.3,44,2.6,6.7,29.1
Kansas,1964,1973.8,1858.2,432.6,115.6,73.2,3.4,11.1,28
Kansas,1965,1990.3,1883.2,467.5,107.1,71.2,2.7,9.1,24
Kansas,1966,2102.1,1990.2,476.1,111.9,69.9,3.5,8.9,29.6
Kansas,1967,2474.5,2331.7,598.2,142.8,86,4,10.7,42.2
Kansas,1968,2723.7,2573.3,615.6,150.4,85.8,3.7,13.2,47.5
Kansas,1969,3138.1,2971.2,693.3,166.9,93.5,3.5,15.1,54.8
Kansas,1970,3643.6,3440.8,881.7,202.8,108.5,4.8,14.5,75.1
Kansas,1971,3495.2,3280.7,888.6,214.5,127.8,5.1,15.9,65.7
Kansas,1972,3404.8,3195,906.6,209.8,119.1,4,17.8,68.9
Kansas,1973,3513.8,3296.3,1030.5,217.5,115.3,6,18,78.1
Kansas,1974,4300.4,4024.1,1268.6,276.3,141.9,6.9,19.7,107.8
Kansas,1975,4747,4468.8,1369.5,278.2,162.8,5.4,17.2,92.8
Kansas,1976,4778.4,4495.8,1325.5,282.6,170.4,4.5,21.9,85.8
Kansas,1977,4563.8,4254,1270.4,309.8,180.5,6.6,22,100.7
Kansas,1978,4544.1,4225.9,1286.8,318.2,193.8,5.7,25,93.7
Kansas,1979,4895.8,4542.2,1329.8,353.6,219.4,5.5,26.4,102.3
Kansas,1980,5378.8,4989.5,1521.4,389.3,237.8,6.9,31.5,113.1
Kansas,1981,5404.3,5034.9,1544.2,369.4,222.6,6.3,30.8,109.7
Kansas,1982,4952,4616.1,1344.8,335.9,218.4,5.7,24.8,87
Kansas,1983,4529.8,4203.2,1167.8,326.6,211,5.6,25.9,84
Kansas,1984,4339.4,4005.2,1049.1,334.2,231.5,3.7,27.4,71.6
Kansas,1985,4375.1,4019.3,1050.6,355.8,242.7,4.9,29.3,78.7
Kansas,1986,4822.6,4453.8,1187.7,368.8,251.9,4.4,32.9,79.6
Kansas,1987,4903.8,4543.1,1138,360.7,241.6,4.4,32.6,82.1
Kansas,1988,4879.9,4514.7,1179,365.2,244.6,3.4,31.3,85.9
Kansas,1989,4982.8,4582,1188.7,400.8,259.1,5.5,36.5,99.8
Kansas,1990,5193.1,4745.4,1166.5,447.7,285.7,4,40.4,117.6
Kansas,1991,5534.3,5034.7,1306.7,499.6,310.3,6.1,44.8,138.4
Kansas,1992,5319.9,4809.1,1293.7,510.8,333.7,6,41.3,129.9
Kansas,1993,4975.3,4478.9,1132.2,496.4,326.3,6.4,40.1,123.6
Kansas,1994,4847,4404,1121.2,443,279.9,6.7,41.3,115.1
Kansas,1995,4886.9,4466.2,1068.4,420.7,269.8,6.2,36.6,108.2
Kansas,1996,4681.8,4268,981.3,413.8,268.3,6.6,42.6,96.3
Kansas,1997,5152.4,4722.7,936.1,429.7,280.8,5.8,45.4,97.7
Kansas,1998,4872,4454.7,950.3,417.3,280.9,6.6,42.9,87
Kansas,1999,4438.6,4055.8,824.2,382.8,259.5,6,40.1,77.1
Kansas,2000,4408.8,4019.4,799.1,389.4,269,6.3,38,76.2
Kansas,2001,4309.4,3905.7,759.2,403.7,275.7,3.4,35,89.7
Kansas,2002,4093.2,3716,725.7,377.2,256.3,2.9,38.2,79.8
Kansas,2003,4407.9,4010.4,806.4,397.5,270.6,4.6,39.8,82.5
Kansas,2004,4393.4,4015.5,737,377.9,265.4,4.5,41.8,66.3
Kansas,2005,4195,3806,692.4,389,280.4,3.7,40,65.3
Kansas,2006,4204.7,3772,726.7,432.7,314,4.5,46.3,67.9
Kansas,2007,4167.6,3709,737.1,458.6,335.6,3.8,46.4,72.8
Kansas,2008,3798.4,3386.1,701.3,412.3,304.6,4,43.8,60
Kansas,2009,3632.5,3225.9,690.8,406.6,296.9,4.4,41.8,63.4
Kansas,2010,3487.4,3116.6,675.6,370.8,273.5,3.4,40.1,53.8
Kansas,2011,3444.3,3088.6,651.9,355.7,262.3,3.9,39.1,50.4
Kansas,2012,3497.8,3143.2,650.3,354.6,263.2,2.9,36.5,52
Kansas,2013,3286.7,2946.8,600.4,339.9,248.1,3.9,41.3,46.6
Kansas,2014,3083.8,2735.2,545,348.6,250,3.1,48.6,46.9
Kansas,2015,3110,2720.1,527.6,389.9,267.6,4.4,55.5,62.4
Kansas,2016,3075.9,2695.5,494.1,380.4,274,3.8,45.1,57.5
Kansas,2017,3213.9,2800.9,478.2,413,290.3,5.5,55.9,61.3
Kansas,2018,3072.9,2633.9,430.6,439,328.3,3.9,53.8,53
Kansas,2019,2725.3,2314.5,342.7,410.8,314.2,3.6,48.6,44.4
Kentucky,1960,1212.7,1115.4,371.1,97.3,52.3,6.7,5.4,32.9
Kentucky,1961,1199.9,1105.4,366.4,94.5,48,6.5,4.7,35.3
Kentucky,1962,1331.3,1235.2,415.6,96.1,47.5,6.5,5.7,36.4
Kentucky,1963,1437.2,1345.1,436.4,92.1,45.3,5.6,5.4,35.8
Kentucky,1964,1583.2,1472.8,461.3,110.4,61,5.2,8,36.1
Kentucky,1965,1589.7,1480.8,444.8,108.9,60.4,5.3,6.6,36.7
Kentucky,1966,1738.4,1606.7,482.6,131.7,73.5,7,8.3,42.8
Kentucky,1967,1856.2,1715.6,482.9,140.6,77.2,7.2,9.1,47.1
Kentucky,1968,1991.1,1826.4,522.5,164.7,85.4,8.9,10.2,60.1
Kentucky,1969,2164.9,1987.1,569.3,177.8,86.7,10.4,11.4,69.2
Kentucky,1970,2484.1,2261.8,703.9,222.3,124.7,11.1,13.7,72.8
Kentucky,1971,2481.7,2246.6,719,235.1,131.9,10.9,14.9,77.4
Kentucky,1972,2233.6,2007.9,650.2,225.7,117.1,9.8,15.7,83.2
Kentucky,1973,2265.3,2045.2,679.7,220.1,109.1,9.7,16.3,85.1
Kentucky,1974,2759.7,2525.7,830.1,234,113.7,10.3,17.6,92.3
Kentucky,1975,3264.3,3000.3,962.8,264,135.3,10.2,15.4,103.2
Kentucky,1976,3296.9,3034.7,930.2,262.2,135.1,10.6,17.8,98.7
Kentucky,1977,3013.4,2779.8,872.2,233.6,123.3,10.1,19.1,81.1
Kentucky,1978,3023.1,2799.9,884.6,223.2,112.1,9,20.7,81.3
Kentucky,1979,3183.9,2935.9,909.6,248,126.1,9.5,20.4,92.1
Kentucky,1980,3433.8,3167.1,1040.8,266.7,143.5,8.8,19.2,95.2
Kentucky,1981,3531.5,3242,1062.4,289.5,159.5,8.4,20.9,100.7
Kentucky,1982,3568.4,3253.4,1029.1,315,188,9.7,20,97.3
Kentucky,1983,3434.8,3112.6,977,322.2,203.3,9.8,22,87.1
Kentucky,1984,2958.5,2680.7,785.2,277.8,178.4,6.6,22.2,70.7
Kentucky,1985,2947.2,2641.7,771.3,305.5,201.3,6.9,21.6,75.7
Kentucky,1986,3092.2,2757.8,824.2,334.4,222.2,6.7,23.1,82.5
Kentucky,1987,3270,2932.2,847.1,337.8,219.1,7.5,21,90.2
Kentucky,1988,3134.8,2804.7,826.3,330.1,227.3,6.2,22.4,74.3
Kentucky,1989,3317.1,2960.2,819.1,356.9,248.3,7.9,24.6,76.1
Kentucky,1990,3299.5,2909.1,766.9,390.4,285.2,7.2,29,69.1
Kentucky,1991,3358.3,2920.3,796.6,438,312.7,6.8,35.4,83.1
Kentucky,1992,3323.6,2788.1,729.1,535.5,410.4,5.8,32.2,87.2
Kentucky,1993,3259.7,2797,740.1,462.7,331.4,6.6,34.3,90.4
Kentucky,1994,3337.3,2893.3,750.4,444,308.4,6.4,35.3,93.9
Kentucky,1995,3351.7,2987,735.5,364.7,222,7.2,31.9,103.7
Kentucky,1996,3166.3,2845.8,688.4,320.5,189.2,5.9,31.7,93.8
Kentucky,1997,3127,2810.1,681.6,316.9,187,5.8,33.4,90.7
Kentucky,1998,3115.6,2787.6,711.3,328,205.7,6,28.1,88.1
Kentucky,1999,2953.4,2645.1,635.7,308.3,195.8,5.1,29,78.4
Kentucky,2000,2959.7,2665.2,626.2,294.5,182.2,4.8,27,80.6
Kentucky,2001,2896.8,2638.5,662.7,258.3,147.7,4.4,25.8,80.3
Kentucky,2002,2926.5,2655.1,657.5,271.4,163.6,4.7,26.6,76.6
Kentucky,2003,2758.6,2510.1,632.2,248.5,138.5,4.4,27.3,78.3
Kentucky,2004,2785.3,2540.2,625.4,245.1,130.6,5.7,29.9,78.9
Kentucky,2005,2798,2531,634.1,267,139.8,4.6,34.1,88.4
Kentucky,2006,2871.8,2601.7,662.5,270.1,143.3,4.1,31.2,91.5
Kentucky,2007,2836.7,2546,655.9,290.7,157.7,4.9,32.2,95.9
Kentucky,2008,2979,2681.8,692.3,297.2,162.8,4.7,34.1,95.6
Kentucky,2009,2779.6,2524.6,692.6,255,130.8,4.3,35.5,84.4
Kentucky,2010,2801.2,2557.3,700.3,243.9,120.3,4.3,33.1,86.2
Kentucky,2011,2965.5,2725.9,750,239.6,117,3.5,34.3,84.8
Kentucky,2012,2775.5,2552.9,675.4,222.6,108.4,4.5,29,80.7
Kentucky,2013,2572.7,2362.9,596.4,209.8,95.5,3.8,36.7,73.9
Kentucky,2014,2458.5,2246.9,526.7,211.6,99.8,3.6,32.6,75.6
Kentucky,2015,2396.3,2177.6,503,218.7,105.5,4.7,33.7,74.7
Kentucky,2016,2422,2189.7,469.6,232.3,113.5,5.9,37,75.9
Kentucky,2017,2354.9,2129.1,453.4,225.8,116.2,5.9,37.3,66.4
Kentucky,2018,2174.5,1962.6,384.7,211.9,113.2,5.5,38.2,55
Kentucky,2019,2114.5,1897.4,345.7,217.1,128.6,4.9,35.2,48.4
Louisiana,1960,1495.2,1342,387.3,153.2,90.8,8.3,8.6,45.6
Louisiana,1961,1256.4,1120.7,336.6,135.7,76.9,6.4,8,44.4
Louisiana,1962,1332,1194.8,327.1,137.2,84.7,6.8,6.8,39
Louisiana,1963,1554.7,1385.1,395.8,169.6,114.2,6.9,6.2,42.3
Louisiana,1964,1820.8,1614.9,482.4,205.9,133.2,8.3,11.1,53.3
Louisiana,1965,1771.2,1568.1,452.3,203.1,132.6,8.1,11.1,51.3
Louisiana,1966,2158.2,1917,578.5,241.2,147.9,9.9,16.6,66.8
Louisiana,1967,2388.8,2113.8,656.2,275,167.2,9.3,16.5,82.1
Louisiana,1968,2507.3,2192.7,678,314.6,198.4,9.5,16.4,90.3
Louisiana,1969,2752.1,2391.8,694.6,360.3,226,9.5,22.1,102.6
Louisiana,1970,3316,2902.5,890,413.5,237.8,11.7,23.1,140.8
Louisiana,1971,3456.1,3043,911.9,413.1,243.2,11.1,23.7,135.1
Louisiana,1972,3382.6,2960.2,903.1,422.4,252.8,13.2,23,133.4
Louisiana,1973,3402.9,2977.3,962.1,425.6,249.3,15.4,22.2,138.6
Louisiana,1974,3816.4,3343.7,1045.7,472.7,275.1,16,25.2,156.3
Louisiana,1975,4123.4,3645,1114.6,478.4,289,12.6,23.7,153.1
Louisiana,1976,4361,3888.2,1140.6,472.8,308.5,13.2,26.8,124.3
Louisiana,1977,4497.9,3973.1,1165.5,524.8,335.5,15.5,30.9,142.9
Louisiana,1978,4792.3,4207.4,1275.5,584.9,360.7,15.8,34.8,173.7
Louisiana,1979,5358.7,4682.4,1396.8,676.3,401.4,16.9,38.6,219.4
Louisiana,1980,5453.8,4788.8,1523.9,665,407.8,15.7,44.5,197
Louisiana,1981,5267.7,4629.4,1434.5,638.3,379.2,15.6,41.4,202
Louisiana,1982,5311.2,4642.1,1424.8,669.1,400.6,16,39.9,212.6
Louisiana,1983,5026.6,4385.7,1292.5,640.9,396.8,14.2,39.9,190
Louisiana,1984,5110.5,4432.5,1226.2,678,432.8,12.9,41.8,190.5
Louisiana,1985,5563.5,4869.3,1323.9,694.2,453.3,10.9,39.8,190.3
Louisiana,1986,6078,5319.8,1460.8,758.2,481.6,12.8,40.1,223.8
Louisiana,1987,5873.2,5180.2,1444.5,693,467,11.1,35.9,179
Louisiana,1988,5760.7,5043.3,1444.4,717.4,458.3,11.6,38.5,209
Louisiana,1989,6241.3,5459.5,1464.7,781.8,491.4,14.9,38.2,237.3
Louisiana,1990,6486.6,5588.2,1437.9,898.4,569.2,17.2,42.2,269.8
Louisiana,1991,6424.5,5473.5,1411.5,951,614.3,16.9,40.9,278.9
Louisiana,1992,6546.5,5561.9,1366.3,984.6,653.4,17.4,42.3,271.4
Louisiana,1993,6846.6,5784.9,1368.3,1061.7,715.4,20.3,42.3,283.6
Louisiana,1994,6671.1,5689.2,1279,981.9,650.3,19.8,44.6,267.2
Louisiana,1995,6676,5668.6,1231.7,1007.4,679,17,42.7,268.6
Louisiana,1996,6838.8,5909.7,1295.8,929.1,593.5,17.5,41.5,276.6
Louisiana,1997,6449.3,5593.4,1239.3,855.9,559.7,15.7,41.3,239.1
Louisiana,1998,6098.3,5318.8,1172.1,779.5,531.9,12.8,36.8,198
Louisiana,1999,5746.8,5014.1,1092.7,732.7,515.2,10.7,33.1,173.6
Louisiana,2000,5422.8,4741.7,1035.8,681.1,466.6,12.5,33.5,168.5
Louisiana,2001,5332.3,4646,1039.1,686.3,467.7,11.2,31.4,175.9
Louisiana,2002,5105.4,4442.1,1013.1,663.3,456.7,13.2,34.2,159.1
Louisiana,2003,4947.4,4310.5,991.9,636.9,432.4,13,35.6,156
Louisiana,2004,5059.1,4419.1,1006.5,640,445.8,12.7,35.9,145.7
